			
	m	t	
f	-5.84104E-05	0.244554	
			
X in nm	Y Signal 	f(x)	y-f
640.92	0.33711	0.207117606	0.129992394
640.96	0.32255	0.20711527	0.11543473
641	0.35243	0.207112934	0.145317066
641.04	0.33726	0.207110597	0.130149403
641.08	0.37326	0.207108261	0.166151739
641.12	0.37891	0.207105924	0.171804076
641.16	0.38441	0.207103588	0.177306412
641.2	0.38456	0.207101252	0.177458748
641.24	0.39209	0.207098915	0.184991085
641.28	0.3977	0.207096579	0.190603421
641.32	0.4006	0.207094242	0.193505758
641.36	0.4118	0.207091906	0.204708094
641.4	0.40823	0.207089569	0.201140431
641.44	0.41964	0.207087233	0.212552767
641.48	0.40355	0.207084897	0.196465103
641.52	0.4036	0.20708256	0.19651744
641.56	0.40798	0.207080224	0.200899776
641.6	0.40426	0.207077887	0.197182113
641.64	0.42626	0.207075551	0.219184449
641.68	0.40986	0.207073215	0.202786785
641.72	0.41114	0.207070878	0.204069122
641.76	0.39759	0.207068542	0.190521458
641.8	0.3977	0.207066205	0.190633795
641.84	0.40268	0.207063869	0.195616131
641.88	0.3951	0.207061532	0.188038468
641.92	0.39031	0.207059196	0.183250804
641.96	0.38293	0.20705686	0.17587314
642	0.36669	0.207054523	0.159635477
642.04	0.36664	0.207052187	0.159587813
642.08	0.36649	0.20704985	0.15944015
642.12	0.37407	0.207047514	0.167022486
642.16	0.35635	0.207045178	0.149304822
642.2	0.34108	0.207042841	0.134037159
642.24	0.3364	0.207040505	0.129359495
642.28	0.32988	0.207038168	0.122841832
642.32	0.32993	0.207035832	0.122894168
642.36	0.2948	0.207033495	0.087766505
642.4	0.29495	0.207031159	0.087918841
642.44	0.29964	0.207028823	0.092611177
642.48	0.29393	0.207026486	0.086903514
642.52	0.2978	0.20702415	0.09077585
642.56	0.28828	0.207021813	0.081258187
642.6	0.28655	0.207019477	0.079530523
642.64	0.27907	0.207017141	0.072052859
642.68	0.27896	0.207014804	0.071945196
642.72	0.27728	0.207012468	0.070267532
642.76	0.26282	0.207010131	0.055809869
642.8	0.27988	0.207007795	0.072872205
642.84	0.2784	0.207005458	0.071394542
642.88	0.27423	0.207003122	0.067226878
642.92	0.26832	0.207000786	0.061319214
642.96	0.25259	0.206998449	0.045591551
643	0.25264	0.206996113	0.045643887
643.04	0.25926	0.206993776	0.052266224
643.08	0.27148	0.20699144	0.06448856
643.12	0.267	0.206989104	0.060010896
643.16	0.27438	0.206986767	0.067393233
643.2	0.26303	0.206984431	0.056045569
643.24	0.27718	0.206982094	0.070197906
643.28	0.27698	0.206979758	0.070000242
643.32	0.26288	0.206977421	0.055902579
643.36	0.26949	0.206975085	0.062514915
643.4	0.27805	0.206972749	0.071077251
643.44	0.26858	0.206970412	0.061609588
643.48	0.26221	0.206968076	0.055241924
643.52	0.25814	0.206965739	0.051174261
643.56	0.25824	0.206963403	0.051276597
643.6	0.26384	0.206961067	0.056878933
643.64	0.26481	0.20695873	0.05785127
643.68	0.27235	0.206956394	0.065393606
643.72	0.26674	0.206954057	0.059785943
643.76	0.26094	0.206951721	0.053988279
643.8	0.26848	0.206949384	0.061530616
643.84	0.27601	0.206947048	0.069062952
643.88	0.27596	0.206944712	0.069015288
643.92	0.27143	0.206942375	0.064487625
643.96	0.26588	0.206940039	0.058939961
644	0.27352	0.206937702	0.066582298
644.04	0.27331	0.206935366	0.066374634
644.08	0.26878	0.20693303	0.06184697
644.12	0.27891	0.206930693	0.071979307
644.16	0.27902	0.206928357	0.072091643
644.2	0.26685	0.20692602	0.05992398
644.24	0.27408	0.206923684	0.067156316
644.28	0.2807	0.206921347	0.073778653
644.32	0.2807	0.206919011	0.073780989
644.36	0.28548	0.206916675	0.078563325
644.4	0.28808	0.206914338	0.081165662
644.44	0.28818	0.206912002	0.081267998
644.48	0.28579	0.206909665	0.078880335
644.52	0.29312	0.206907329	0.086212671
644.56	0.28548	0.206904993	0.078575007
644.6	0.30549	0.206902656	0.098587344
644.64	0.30819	0.20690032	0.10128968
644.68	0.30814	0.206897983	0.101242017
644.72	0.31934	0.206895647	0.112444353
644.76	0.31934	0.20689331	0.11244669
644.8	0.33813	0.206890974	0.131239026
644.84	0.34164	0.206888638	0.134751362
644.88	0.33349	0.206886301	0.126603699
644.92	0.35075	0.206883965	0.143866035
644.96	0.35656	0.206881628	0.149678372
645	0.35651	0.206879292	0.149630708
645.04	0.35635	0.206876956	0.149473044
645.08	0.37606	0.206874619	0.169185381
645.12	0.37448	0.206872283	0.167607717
645.16	0.38751	0.206869946	0.180640054
645.2	0.39973	0.20686761	0.19286239
645.24	0.41552	0.206865274	0.208654726
645.28	0.39683	0.206862937	0.189967063
645.32	0.41928	0.206860601	0.212419399
645.36	0.41959	0.206858264	0.212731736
645.4	0.42524	0.206855928	0.218384072
645.44	0.43471	0.206853591	0.227856409
645.48	0.42239	0.206851255	0.215538745
645.52	0.42168	0.206848919	0.214831081
645.56	0.42616	0.206846582	0.219313418
645.6	0.42967	0.206844246	0.222825754
645.64	0.42987	0.206841909	0.223028091
645.68	0.41282	0.206839573	0.205980427
645.72	0.42519	0.206837237	0.218352763
645.76	0.43257	0.2068349	0.2257351
645.8	0.41363	0.206832564	0.206797436
645.84	0.39668	0.206830227	0.189849773
645.88	0.39591	0.206827891	0.189082109
645.92	0.39581	0.206825554	0.188984446
645.96	0.3977	0.206823218	0.190876782
646	0.38268	0.206820882	0.175859118
646.04	0.38191	0.206818545	0.175091455
646.08	0.35727	0.206816209	0.150453791
646.12	0.36226	0.206813872	0.155446128
646.16	0.36109	0.206811536	0.154278464
646.2	0.34398	0.2068092	0.1371708
646.24	0.34413	0.206806863	0.137323137
646.28	0.34225	0.206804527	0.135445473
646.32	0.32122	0.20680219	0.11441781
646.36	0.31211	0.206799854	0.105310146
646.4	0.30544	0.206797517	0.098642483
646.44	0.29515	0.206795181	0.088354819
646.48	0.2895	0.206792845	0.082707155
646.52	0.28961	0.206790508	0.082819492
646.56	0.29011	0.206788172	0.083321828
646.6	0.29139	0.206785835	0.084604165
646.64	0.26394	0.206783499	0.057156501
646.68	0.27886	0.206781163	0.072078837
646.72	0.25936	0.206778826	0.052581174
646.76	0.26848	0.20677649	0.06170351
646.8	0.26028	0.206774153	0.053505847
646.84	0.26028	0.206771817	0.053508183
646.88	0.264	0.20676948	0.05723052
646.92	0.25997	0.206767144	0.053202856
646.96	0.26308	0.206764808	0.056315192
647	0.27606	0.206762471	0.069297529
647.04	0.26787	0.206760135	0.061109865
647.08	0.25356	0.206757798	0.046802202
647.12	0.25371	0.206755462	0.046954538
647.16	0.25549	0.206753126	0.048736874
647.2	0.25646	0.206750789	0.049709211
647.24	0.25249	0.206748453	0.045741547
647.28	0.25259	0.206746116	0.045843884
647.32	0.26832	0.20674378	0.06157622
647.36	0.25157	0.206741443	0.044828557
647.4	0.25173	0.206739107	0.044990893
647.44	0.25941	0.206736771	0.052673229
647.48	0.26176	0.206734434	0.055025566
647.52	0.26048	0.206732098	0.053747902
647.56	0.25646	0.206729761	0.049730239
647.6	0.24618	0.206727425	0.039452575
647.64	0.25931	0.206725089	0.052584911
647.68	0.25458	0.206722752	0.047857248
647.72	0.25458	0.206720416	0.047859584
647.76	0.25651	0.206718079	0.049791921
647.8	0.2588	0.206715743	0.052084257
647.84	0.24984	0.206713406	0.043126594
647.88	0.25453	0.20671107	0.04781893
647.92	0.26944	0.206708734	0.062731266
647.96	0.25081	0.206706397	0.044103603
648	0.25106	0.206704061	0.044355939
648.04	0.26613	0.206701724	0.059428276
648.08	0.24226	0.206699388	0.035560612
648.12	0.24261	0.206697052	0.035912948
648.16	0.26211	0.206694715	0.055415285
648.2	0.25183	0.206692379	0.045137621
648.24	0.25442	0.206690042	0.047729958
648.28	0.25437	0.206687706	0.047682294
648.32	0.26501	0.206685369	0.058324631
648.36	0.24562	0.206683033	0.038936967
648.4	0.25234	0.206680697	0.045659303
648.44	0.2584	0.20667836	0.05172164
648.48	0.26476	0.206676024	0.058083976
648.52	0.2584	0.206673687	0.051726313
648.56	0.25101	0.206671351	0.044338649
648.6	0.25081	0.206669015	0.044140985
648.64	0.2584	0.206666678	0.051733322
648.68	0.26191	0.206664342	0.055245658
648.72	0.24893	0.206662005	0.042267995
648.76	0.25086	0.206659669	0.044200331
648.8	0.24226	0.206657332	0.035602668
648.84	0.25931	0.206654996	0.052655004
648.88	0.25911	0.20665266	0.05245734
648.92	0.26496	0.206650323	0.058309677
648.96	0.26211	0.206647987	0.055462013
