	m	t	
f	0.000125415	0.0316679	
			
			
X in nm	Y Signal 	f	y-f
603.08	0.11212	0.107303178	0.004816822
603.12	0.11024	0.107308195	0.002931805
603.16	0.11039	0.107313211	0.003076789
603.2	0.10061	0.107318228	-0.006708228
603.24	0.1054	0.107323245	-0.001923245
603.28	0.10295	0.107328261	-0.004378261
603.32	0.10738	0.107333278	4.67222E-05
603.36	0.10886	0.107338294	0.001521706
603.4	0.11095	0.107343311	0.003606689
603.44	0.10194	0.107348328	-0.005408328
603.48	0.10183	0.107353344	-0.005523344
603.52	0.1054	0.107358361	-0.001958361
603.56	0.10825	0.107363377	0.000886623
603.6	0.10733	0.107368394	-3.8394E-05
603.64	0.11115	0.107373411	0.003776589
603.68	0.11085	0.107378427	0.003471573
603.72	0.10362	0.107383444	-0.003763444
603.76	0.10392	0.10738846	-0.00346846
603.8	0.10657	0.107393477	-0.000823477
603.84	0.10469	0.107398494	-0.002708494
603.88	0.11288	0.10740351	0.00547649
603.92	0.1054	0.107408527	-0.002008527
603.96	0.1082	0.107413543	0.000786457
604	0.10082	0.10741856	-0.00659856
604.04	0.10092	0.107423577	-0.006503577
604.08	0.1055	0.107428593	-0.001928593
604.12	0.11003	0.10743361	0.00259639
604.16	0.10555	0.107438626	-0.001888626
604.2	0.10754	0.107443643	9.6357E-05
604.24	0.09995	0.10744866	-0.00749866
604.28	0.10189	0.107453676	-0.005563676
604.32	0.10194	0.107458693	-0.005518693
604.36	0.10194	0.107463709	-0.005523709
604.4	0.10555	0.107468726	-0.001918726
604.44	0.10637	0.107473743	-0.001103743
604.48	0.10738	0.107478759	-9.87592E-05
604.52	0.10377	0.107483776	-0.003713776
604.56	0.10637	0.107488792	-0.001118792
604.6	0.0999	0.107493809	-0.007593809
604.64	0.10005	0.107498826	-0.007448826
604.68	0.1084	0.107503842	0.000896158
604.72	0.1026	0.107508859	-0.004908859
604.76	0.10209	0.107513875	-0.005423875
604.8	0.10927	0.107518892	0.001751108
604.84	0.10372	0.107523909	-0.003803909
604.88	0.10942	0.107528925	0.001891075
604.92	0.10474	0.107533942	-0.002793942
604.96	0.10448	0.107538958	-0.003058958
605	0.10173	0.107543975	-0.005813975
605.04	0.10881	0.107548992	0.001261008
605.08	0.10377	0.107554008	-0.003784008
605.12	0.11024	0.107559025	0.002680975
605.16	0.10845	0.107564041	0.000885959
605.2	0.10586	0.107569058	-0.001709058
605.24	0.10545	0.107574075	-0.002124075
605.28	0.11024	0.107579091	0.002660909
605.32	0.1082	0.107584108	0.000615892
605.36	0.11018	0.107589124	0.002590876
605.4	0.11018	0.107594141	0.002585859
605.44	0.10825	0.107599158	0.000650842
605.48	0.10448	0.107604174	-0.003124174
605.52	0.10453	0.107609191	-0.003079191
